Product ID,Product Name,Category,Quantity in Stock,Unit Price,Supplier,Order Date,Delivery Date,Region,Sales
P7011,Product A,Category 4,155,61.1,Supplier 3,2024-07-11 09:36:37.546073,2024-04-09 09:36:37.555587,South,2780.47
P5504,Product C,Category 1,42,60.95,Supplier 4,2024-08-24 09:36:37.546076,2024-11-30 09:36:37.555589,West,4007.55
P7719,Product C,Category 4,49,23.38,Supplier 3,2024-08-12 09:36:37.546079,2024-09-30 09:36:37.555590,West,4265.12
P2888,Product B,Category 3,35,21.38,Supplier 3,2024-11-05 09:36:37.546081,2024-05-02 09:36:37.555592,South,2484.94
P4961,Product A,Category 1,355,25.44,Supplier 3,2024-06-15 09:36:37.546084,2024-10-04 09:36:37.555594,South,1049.53
P1384,Product C,Category 4,416,90.4,Supplier 3,2025-01-16 09:36:37.546087,2024-10-06 09:36:37.555595,West,1849.7
P3880,Product E,Category 4,143,66.04,Supplier 4,2025-01-09 09:36:37.546089,2024-12-17 09:36:37.555597,South,1215.19
P7955,Product A,Category 1,242,92.46,Supplier 1,2024-04-24 09:36:37.546091,2025-01-14 09:36:37.555598,North,1107.84
P2000,Product C,Category 3,266,48.12,Supplier 3,2024-06-01 09:36:37.546093,2024-10-16 09:36:37.555600,North,3684.18
P6971,Product A,Category 2,411,24.9,Supplier 1,2024-02-10 09:36:37.546094,2024-07-06 09:36:37.555601,South,2579.72
P2103,Product D,Category 1,256,52.58,Supplier 4,2024-02-11 09:36:37.546096,2024-12-30 09:36:37.555604,South,3399.37
P8396,Product D,Category 4,318,70.61,Supplier 4,2024-04-03 09:36:37.546097,2024-09-08 09:36:37.555606,North,3633.63
P8692,Product A,Category 1,151,85.43,Supplier 3,2024-04-15 09:36:37.546099,2024-05-23 09:36:37.555609,West,1265.91
P6957,Product C,Category 1,26,27.99,Supplier 2,2024-05-29 09:36:37.546101,2024-02-05 09:36:37.555612,East,4152.22
P5749,Product E,Category 4,233,46.2,Supplier 2,2024-05-30 09:36:37.546103,2024-02-19 09:36:37.575851,West,3926.46
P2719,Product D,Category 2,161,22.85,Supplier 2,2024-07-08 09:36:37.546104,2024-11-09 09:36:37.575860,South,1552.68
P3494,Product A,Category 4,297,36.06,Supplier 1,2024-08-13 09:36:37.546106,2024-08-26 09:36:37.575862,North,1090.94
P9477,Product A,Category 4,215,50.81,Supplier 4,2024-12-12 09:36:37.546107,2024-04-17 09:36:37.575864,North,4971.68
P6224,Product B,Category 1,342,65.9,Supplier 1,2024-03-17 09:36:37.546109,2024-12-29 09:36:37.575866,South,3957.24
P3844,Product C,Category 3,487,34.23,Supplier 4,2024-11-16 09:36:37.546110,2024-04-09 09:36:37.575868,West,2697.3
P7285,Product E,Category 4,354,81.49,Supplier 1,2024-07-24 09:36:37.546112,2024-07-01 09:36:37.575870,East,2534.46
P7882,Product B,Category 2,214,31.89,Supplier 4,2024-04-14 09:36:37.546114,2024-11-02 09:36:37.575872,North,4616.39
P2774,Product D,Category 2,440,17.77,Supplier 2,2024-05-09 09:36:37.546115,2024-08-23 09:36:37.575874,North,2922.31
P2756,Product E,Category 4,132,18.8,Supplier 4,2024-11-15 09:36:37.546117,2024-05-31 09:36:37.575876,West,4462.16
P7076,Product E,Category 1,247,82.92,Supplier 2,2024-01-21 09:36:37.546118,2024-12-23 09:36:37.575878,West,1044.45
P2243,Product B,Category 1,350,63.06,Supplier 2,2024-02-17 09:36:37.546120,2024-05-29 09:36:37.575880,South,3010.13
P2689,Product E,Category 2,47,10.8,Supplier 3,2024-11-05 09:36:37.546122,2024-02-20 09:36:37.575883,West,3471.9
P8747,Product C,Category 2,353,41.21,Supplier 1,2025-01-07 09:36:37.546123,2024-10-14 09:36:37.575886,West,3578.82
P6999,Product D,Category 3,281,87.1,Supplier 2,2024-07-01 09:36:37.546125,2024-01-24 09:36:37.575890,North,3184.49
P2138,Product A,Category 2,274,35.93,Supplier 3,2024-02-15 09:36:37.546126,2024-06-11 09:36:37.575893,North,2541.77
P2264,Product E,Category 1,218,93.4,Supplier 2,2024-04-12 09:36:37.546128,2024-06-21 09:36:37.575896,North,1769.36
P6884,Product D,Category 1,242,31.77,Supplier 2,2024-08-24 09:36:37.546130,2024-08-22 09:36:37.575898,East,2750.24
P5046,Product D,Category 3,340,36.6,Supplier 4,2024-11-09 09:36:37.546131,2024-06-17 09:36:37.575900,West,2573.04
P9231,Product B,Category 1,141,37.14,Supplier 1,2024-04-05 09:36:37.546133,2024-11-13 09:36:37.575901,East,2429.52
P9636,Product D,Category 1,399,65.91,Supplier 1,2024-12-10 09:36:37.546135,2024-07-13 09:36:37.575903,West,3694.72
P2211,Product C,Category 4,199,53.32,Supplier 3,2024-11-30 09:36:37.546136,2024-10-15 09:36:37.575905,East,4061.21
P1146,Product E,Category 4,420,41.36,Supplier 2,2024-09-28 09:36:37.546138,2024-02-13 09:36:37.575906,West,4133.11
P2427,Product E,Category 3,287,29.86,Supplier 3,2024-10-27 09:36:37.546139,2024-11-09 09:36:37.575908,North,1018.42
P2817,Product B,Category 3,182,37.21,Supplier 3,2024-07-26 09:36:37.546141,2024-06-23 09:36:37.575910,West,3768.59
P4401,Product B,Category 2,44,46.68,Supplier 3,2024-07-12 09:36:37.546142,2024-11-27 09:36:37.575911,West,4933.97
P6082,Product E,Category 2,23,25.53,Supplier 1,2024-07-07 09:36:37.546144,2024-11-08 09:36:37.575913,East,4422.49
P1160,Product D,Category 2,235,42.58,Supplier 1,2024-05-19 09:36:37.546145,2024-06-07 09:36:37.575915,West,3714.81
P5575,Product B,Category 2,477,10.97,Supplier 3,2024-01-29 09:36:37.546147,2024-10-29 09:36:37.575917,South,3747.03
P4148,Product D,Category 1,114,10.28,Supplier 2,2024-02-24 09:36:37.546149,2024-10-24 09:36:37.575918,South,1935.92
P6842,Product A,Category 4,227,85.02,Supplier 2,2024-12-21 09:36:37.546150,2024-08-27 09:36:37.575920,North,4609.52
P6045,Product B,Category 4,114,80.83,Supplier 4,2024-03-08 09:36:37.546152,2024-05-07 09:36:37.575922,West,4834.51
P4698,Product A,Category 3,332,62.42,Supplier 4,2024-02-12 09:36:37.546154,2024-06-22 09:36:37.575923,South,4261.75
P4235,Product C,Category 3,266,40.29,Supplier 3,2024-02-17 09:36:37.546155,2024-10-12 09:36:37.575925,West,3402.25
P4651,Product A,Category 2,301,82.69,Supplier 4,2024-04-03 09:36:37.546157,2025-01-08 09:36:37.575926,North,2556.89
P8178,Product E,Category 1,15,58.39,Supplier 4,2024-06-11 09:36:37.546159,2024-09-22 09:36:37.575928,North,3409.06
P2644,Product C,Category 2,267,94.7,Supplier 4,2024-09-19 09:36:37.546160,2025-01-06 09:36:37.575930,North,2663.44
P8462,Product B,Category 2,161,58.2,Supplier 4,2024-06-13 09:36:37.546162,2024-09-01 09:36:37.575931,East,1285.75
P1100,Product A,Category 2,103,72.14,Supplier 1,2024-07-04 09:36:37.546164,2024-09-27 09:36:37.575933,North,3772.66
P5152,Product D,Category 3,343,35.03,Supplier 3,2024-04-14 09:36:37.546165,2025-01-16 09:36:37.575935,South,3416.77
P3949,Product B,Category 2,63,23.61,Supplier 4,2024-07-08 09:36:37.546167,2024-02-27 09:36:37.575939,North,2395.93
P4093,Product E,Category 4,184,25.55,Supplier 2,2024-04-27 09:36:37.546168,2024-03-22 09:36:37.575941,North,1713.76
P7768,Product A,Category 1,90,29.72,Supplier 1,2024-04-28 09:36:37.546170,2024-12-25 09:36:37.575943,West,4299.97
P4291,Product E,Category 1,327,29.86,Supplier 2,2024-02-28 09:36:37.546172,2024-04-07 09:36:37.575944,North,2790.09
P5115,Product E,Category 1,242,38.19,Supplier 3,2024-10-26 09:36:37.546173,2025-01-01 09:36:37.575946,South,2699.44
P7536,Product D,Category 1,143,20.6,Supplier 1,2024-12-21 09:36:37.546175,2024-08-03 09:36:37.575948,East,4374.52
P5593,Product A,Category 1,15,23.87,Supplier 1,2024-03-15 09:36:37.546177,2025-01-03 09:36:37.575949,West,4479.85
P9109,Product E,Category 2,483,77.84,Supplier 3,2024-05-19 09:36:37.546178,2024-03-25 09:36:37.575951,North,1277.93
P6863,Product B,Category 1,414,90.13,Supplier 3,2024-12-28 09:36:37.546180,2024-11-26 09:36:37.575952,South,1317.97
P6450,Product B,Category 2,262,82.19,Supplier 3,2024-04-19 09:36:37.546182,2024-10-30 09:36:37.575954,East,2700.05
P3104,Product A,Category 1,142,74.33,Supplier 3,2024-01-23 09:36:37.546183,2024-03-31 09:36:37.575956,North,2886.33
P3559,Product C,Category 2,487,27.08,Supplier 2,2024-11-20 09:36:37.546185,2024-05-03 09:36:37.575957,West,4743.08
P3120,Product D,Category 3,262,65.16,Supplier 2,2024-05-03 09:36:37.546186,2024-05-18 09:36:37.575959,South,2156.12
P2638,Product B,Category 3,332,52.95,Supplier 3,2024-06-27 09:36:37.546188,2024-09-02 09:36:37.575962,East,4938.85
P1113,Product A,Category 4,107,65.93,Supplier 4,2024-08-07 09:36:37.546190,2024-07-29 09:36:37.575965,West,2601.75
P4712,Product B,Category 2,348,67.46,Supplier 2,2024-09-21 09:36:37.546191,2024-08-11 09:36:37.575968,West,4183.01
P7489,Product A,Category 3,432,43.41,Supplier 1,2024-10-05 09:36:37.546193,2024-03-03 09:36:37.575971,South,1116.7
P5071,Product A,Category 4,261,70.32,Supplier 3,2024-09-18 09:36:37.546195,2024-03-07 09:36:37.575974,North,2681.01
P4029,Product A,Category 2,254,27.35,Supplier 3,2024-02-14 09:36:37.546198,2024-11-01 09:36:37.575977,East,4687.21
P9557,Product E,Category 4,282,69.35,Supplier 2,2024-06-22 09:36:37.546201,2024-08-23 09:36:37.575979,North,3991.98
P5733,Product C,Category 4,14,80.02,Supplier 2,2024-07-22 09:36:37.546203,2024-04-30 09:36:37.575980,North,3754.48
P5571,Product D,Category 2,377,10.42,Supplier 4,2024-03-15 09:36:37.546206,2024-11-13 09:36:37.575982,East,1298.22
P7125,Product A,Category 3,119,18.21,Supplier 2,2024-07-18 09:36:37.546209,2024-03-26 09:36:37.575984,East,2684.39
P7744,Product B,Category 3,230,83.94,Supplier 4,2024-07-14 09:36:37.546212,2024-02-26 09:36:37.575985,South,2338.19
P7760,Product A,Category 4,434,51.01,Supplier 2,2024-12-07 09:36:37.546215,2024-09-26 09:36:37.575987,South,2191.04
P1734,Product B,Category 1,466,91.73,Supplier 4,2024-04-12 09:36:37.546217,2024-10-06 09:36:37.575989,East,2199.84
P7888,Product D,Category 1,347,51.88,Supplier 2,2024-01-30 09:36:37.546219,2024-09-03 09:36:37.575990,East,2197.52
P6158,Product A,Category 3,345,59.92,Supplier 3,2025-01-16 09:36:37.546221,2024-02-07 09:36:37.575992,South,3568.35
P5071,Product A,Category 4,313,46.65,Supplier 1,2024-04-10 09:36:37.546222,2024-10-12 09:36:37.575994,West,2683.88
P2315,Product D,Category 1,260,43.42,Supplier 3,2024-10-22 09:36:37.546224,2024-07-13 09:36:37.575996,East,1755.55
P5084,Product E,Category 1,316,99.74,Supplier 3,2024-06-05 09:36:37.546225,2024-05-02 09:36:37.575997,South,3505.21
P2716,Product D,Category 4,8,69.78,Supplier 3,2024-08-01 09:36:37.546227,2024-04-14 09:36:37.576000,South,3575.97
P3071,Product A,Category 2,480,63.09,Supplier 1,2025-01-14 09:36:37.546229,2024-09-27 09:36:37.576003,North,2274.71
P5761,Product A,Category 3,318,77.72,Supplier 4,2024-02-03 09:36:37.546230,2024-02-12 09:36:37.576005,South,4911.94
P1492,Product B,Category 3,283,61.09,Supplier 4,2024-09-22 09:36:37.546232,2024-02-09 09:36:37.576008,South,3946.99
P6319,Product E,Category 3,471,70.82,Supplier 1,2024-07-16 09:36:37.546233,2025-01-13 09:36:37.576011,East,4032.82
P8525,Product D,Category 4,30,11.98,Supplier 4,2024-03-14 09:36:37.546235,2024-04-24 09:36:37.576014,South,3693.99
P3992,Product C,Category 2,432,60.71,Supplier 1,2024-02-21 09:36:37.546237,2024-09-07 09:36:37.576017,North,3504.65
P6264,Product E,Category 2,78,36.82,Supplier 3,2024-03-01 09:36:37.546239,2024-09-23 09:36:37.576020,South,3156.99
P6245,Product E,Category 2,169,77.09,Supplier 3,2024-03-06 09:36:37.546240,2024-02-14 09:36:37.576022,West,4604.95
P6602,Product B,Category 4,394,35.0,Supplier 1,2024-07-28 09:36:37.546242,2024-09-13 09:36:37.576023,North,1334.59
P4109,Product C,Category 2,193,31.77,Supplier 1,2024-08-25 09:36:37.546243,2024-02-24 09:36:37.576025,North,2512.04
P8331,Product A,Category 1,92,29.29,Supplier 1,2024-02-08 09:36:37.546245,2024-07-18 09:36:37.576026,South,2567.84
P5847,Product E,Category 1,286,25.06,Supplier 2,2024-01-20 09:36:37.546247,2024-08-31 09:36:37.576028,West,2886.38
P7973,Product C,Category 1,64,86.44,Supplier 2,2024-09-03 09:36:37.546248,2024-04-15 09:36:37.576030,North,1464.53
P8482,Product A,Category 3,290,66.13,Supplier 3,2024-06-19 09:36:37.546250,2024-12-16 09:36:37.576031,North,4901.78
P4855,Product E,Category 4,78,28.05,Supplier 3,2024-08-14 09:36:37.546252,2024-05-05 09:36:37.576053,East,4758.29
P4206,Product A,Category 1,227,94.61,Supplier 1,2024-11-01 09:36:37.546253,2024-09-02 09:36:37.576057,North,4475.21
P1842,Product B,Category 4,316,66.07,Supplier 2,2024-01-31 09:36:37.546255,2024-03-20 09:36:37.576060,West,2935.26
P5280,Product C,Category 4,422,31.0,Supplier 3,2024-03-23 09:36:37.546257,2024-04-15 09:36:37.576061,East,3079.09
P9177,Product D,Category 1,320,41.43,Supplier 4,2024-04-28 09:36:37.546259,2024-04-13 09:36:37.576063,West,3419.01
P6915,Product A,Category 2,112,73.57,Supplier 4,2024-05-06 09:36:37.546260,2024-08-28 09:36:37.576065,North,4316.12
P1266,Product E,Category 2,282,66.42,Supplier 3,2024-02-18 09:36:37.546262,2024-12-04 09:36:37.576066,South,3219.16
P2638,Product A,Category 4,225,81.15,Supplier 1,2024-06-11 09:36:37.546264,2024-05-12 09:36:37.576068,South,1222.79
P4971,Product E,Category 2,386,65.19,Supplier 4,2024-07-22 09:36:37.546265,2024-11-22 09:36:37.576069,East,4659.36
P7381,Product E,Category 2,494,29.08,Supplier 4,2024-01-20 09:36:37.546267,2024-08-07 09:36:37.576071,East,1160.27
P6790,Product D,Category 4,363,72.63,Supplier 1,2024-09-16 09:36:37.546269,2024-01-20 09:36:37.576073,West,4806.08
P1568,Product C,Category 4,129,54.75,Supplier 2,2024-12-05 09:36:37.546270,2024-09-08 09:36:37.576074,East,1793.71
P6749,Product C,Category 2,184,49.12,Supplier 4,2024-03-18 09:36:37.546272,2024-05-08 09:36:37.576076,East,4867.21
P1326,Product E,Category 4,455,10.02,Supplier 1,2024-07-09 09:36:37.546273,2024-05-19 09:36:37.576077,East,3082.36
P4593,Product A,Category 1,455,15.17,Supplier 3,2024-04-06 09:36:37.546275,2024-04-06 09:36:37.576079,North,1132.27
P4980,Product A,Category 4,16,97.58,Supplier 1,2024-12-06 09:36:37.546277,2024-02-13 09:36:37.576081,North,2331.32
P2108,Product E,Category 3,109,49.81,Supplier 2,2024-12-14 09:36:37.546278,2024-05-12 09:36:37.576082,East,2326.81
P2071,Product E,Category 2,71,32.69,Supplier 2,2024-08-24 09:36:37.546280,2024-05-29 09:36:37.576084,West,1372.71
P2090,Product C,Category 1,207,73.85,Supplier 2,2024-04-20 09:36:37.546281,2024-02-26 09:36:37.576087,East,4567.48
P1841,Product E,Category 3,169,90.72,Supplier 4,2024-06-26 09:36:37.546283,2024-11-19 09:36:37.576089,West,1003.92
P1756,Product D,Category 4,398,33.03,Supplier 4,2024-12-01 09:36:37.546285,2024-03-15 09:36:37.576091,West,3192.49
P6604,Product E,Category 3,397,71.41,Supplier 4,2024-11-07 09:36:37.546286,2024-06-19 09:36:37.576092,South,4908.04
P8699,Product C,Category 1,118,36.98,Supplier 4,2024-12-21 09:36:37.546288,2024-12-16 09:36:37.576094,East,3000.15
P7880,Product D,Category 1,77,48.75,Supplier 3,2024-04-20 09:36:37.546289,2024-12-05 09:36:37.576095,East,2096.33
P8073,Product A,Category 4,174,39.64,Supplier 1,2024-06-16 09:36:37.546291,2024-07-08 09:36:37.576097,South,3902.77
P6148,Product D,Category 4,37,51.18,Supplier 4,2024-06-28 09:36:37.546293,2024-09-27 09:36:37.576099,South,4688.88
P3076,Product C,Category 1,365,11.95,Supplier 3,2024-12-15 09:36:37.546294,2024-01-27 09:36:37.576100,East,4286.64
P1696,Product D,Category 4,86,12.73,Supplier 3,2024-06-04 09:36:37.546296,2024-06-10 09:36:37.576102,West,2031.26
P6972,Product A,Category 1,50,87.02,Supplier 2,2024-12-20 09:36:37.546298,2024-09-18 09:36:37.576103,South,1029.15
P7769,Product A,Category 3,274,91.78,Supplier 4,2024-05-25 09:36:37.546301,2024-04-13 09:36:37.576105,East,2719.17
P3330,Product A,Category 3,122,96.73,Supplier 3,2024-10-17 09:36:37.546302,2024-10-28 09:36:37.576107,East,1801.39
P4243,Product B,Category 2,265,43.18,Supplier 3,2024-05-19 09:36:37.546304,2024-08-01 09:36:37.576108,South,2218.24
P6648,Product A,Category 1,368,71.81,Supplier 1,2024-12-19 09:36:37.546305,2024-06-03 09:36:37.576110,South,4224.42
P6837,Product B,Category 1,129,77.74,Supplier 4,2025-01-02 09:36:37.546307,2024-01-20 09:36:37.576112,South,3185.39
P3313,Product D,Category 3,18,83.03,Supplier 3,2024-12-16 09:36:37.546309,2024-09-13 09:36:37.576114,West,3987.65
P8225,Product B,Category 1,373,51.28,Supplier 2,2024-08-12 09:36:37.546310,2024-04-19 09:36:37.576115,North,4926.49
P8253,Product C,Category 4,159,19.06,Supplier 2,2024-09-05 09:36:37.546312,2024-11-17 09:36:37.576117,North,1389.55
P2087,Product C,Category 2,404,89.37,Supplier 2,2024-06-07 09:36:37.546313,2024-10-13 09:36:37.576119,South,1174.11
P9657,Product B,Category 2,116,38.82,Supplier 2,2024-04-02 09:36:37.546315,2024-03-02 09:36:37.576120,East,4869.23
P6574,Product E,Category 1,182,41.84,Supplier 3,2024-07-02 09:36:37.546317,2024-10-20 09:36:37.576122,West,3179.49
P4298,Product B,Category 2,476,97.84,Supplier 4,2024-09-09 09:36:37.546318,2024-05-16 09:36:37.576126,West,2884.07
P1555,Product C,Category 1,370,67.24,Supplier 4,2025-01-10 09:36:37.546320,2024-06-22 09:36:37.576129,South,2315.18
P9537,Product E,Category 1,438,70.7,Supplier 4,2024-02-28 09:36:37.546321,2024-08-23 09:36:37.576132,East,1237.49
P3478,Product B,Category 1,256,44.43,Supplier 3,2024-06-12 09:36:37.546323,2024-12-01 09:36:37.576135,West,4638.17
P5242,Product E,Category 1,48,40.13,Supplier 3,2024-03-03 09:36:37.546325,2024-05-13 09:36:37.576138,West,1724.89
P2319,Product C,Category 1,495,18.11,Supplier 3,2024-06-29 09:36:37.546326,2024-03-09 09:36:37.576140,South,3761.06
P6020,Product D,Category 4,495,81.0,Supplier 4,2024-06-09 09:36:37.546328,2024-03-19 09:36:37.576141,North,3993.67
P1402,Product B,Category 4,264,60.71,Supplier 4,2024-01-25 09:36:37.546330,2024-12-17 09:36:37.576143,South,3049.42
P5376,Product A,Category 4,327,68.17,Supplier 1,2024-04-15 09:36:37.546331,2024-02-24 09:36:37.576145,West,2635.6
P1065,Product D,Category 4,20,15.19,Supplier 2,2024-12-18 09:36:37.546333,2024-03-26 09:36:37.576146,North,2481.65
P9866,Product B,Category 2,425,18.82,Supplier 1,2024-01-21 09:36:37.546335,2024-08-30 09:36:37.576148,South,2606.72
P2136,Product D,Category 4,363,56.73,Supplier 3,2024-07-04 09:36:37.546336,2024-06-19 09:36:37.576150,West,2788.96
P2157,Product B,Category 2,384,14.24,Supplier 4,2024-07-20 09:36:37.546338,2024-08-06 09:36:37.576151,West,2591.71
P8095,Product A,Category 4,339,37.76,Supplier 2,2024-10-20 09:36:37.546340,2024-04-12 09:36:37.576153,North,2253.68
P9958,Product B,Category 1,339,33.19,Supplier 3,2024-12-24 09:36:37.546341,2025-01-04 09:36:37.576155,East,2520.8
P1257,Product B,Category 3,173,23.99,Supplier 1,2024-03-09 09:36:37.546343,2024-08-19 09:36:37.576157,West,1310.47
P8588,Product A,Category 3,257,83.07,Supplier 4,2024-02-02 09:36:37.546345,2024-03-23 09:36:37.576158,South,1679.4
P9732,Product D,Category 1,327,73.99,Supplier 3,2024-06-23 09:36:37.546346,2024-11-02 09:36:37.576160,West,2142.24
P7374,Product B,Category 1,469,56.05,Supplier 4,2024-11-27 09:36:37.546348,2024-02-12 09:36:37.576161,South,2371.32
P1102,Product D,Category 4,315,69.29,Supplier 2,2024-12-29 09:36:37.546350,2024-02-02 09:36:37.576163,East,4684.62
P5607,Product B,Category 3,82,58.37,Supplier 4,2024-10-11 09:36:37.546352,2024-12-30 09:36:37.576165,West,3294.07
P4999,Product E,Category 1,226,53.47,Supplier 3,2024-06-13 09:36:37.546355,2024-05-10 09:36:37.576166,South,4925.83
P3299,Product A,Category 2,117,46.06,Supplier 4,2024-02-06 09:36:37.546358,2024-06-09 09:36:37.576168,South,2829.5
P7856,Product E,Category 1,87,42.61,Supplier 3,2024-03-08 09:36:37.546360,2024-04-30 09:36:37.576170,South,3511.44
P1323,Product D,Category 1,147,42.93,Supplier 1,2024-08-01 09:36:37.546363,2024-03-10 09:36:37.576174,South,4419.71
P1555,Product A,Category 2,421,15.87,Supplier 1,2024-04-29 09:36:37.546366,2024-02-02 09:36:37.576176,South,2653.64
P4677,Product A,Category 2,160,36.93,Supplier 2,2024-09-30 09:36:37.546369,2024-08-31 09:36:37.576178,East,1602.35
P8007,Product B,Category 3,190,22.6,Supplier 3,2024-06-23 09:36:37.546372,2024-08-19 09:36:37.576179,North,1891.94
P7960,Product D,Category 2,335,43.62,Supplier 3,2024-03-05 09:36:37.546374,2024-10-17 09:36:37.576181,East,4243.26
P3291,Product C,Category 3,158,48.18,Supplier 4,2024-10-25 09:36:37.546377,2024-05-22 09:36:37.576183,West,3980.83
P4700,Product C,Category 2,178,51.18,Supplier 1,2024-09-22 09:36:37.546380,2024-06-05 09:36:37.576186,East,3704.06
P2509,Product E,Category 1,153,44.76,Supplier 3,2024-09-29 09:36:37.546382,2024-04-10 09:36:37.576189,North,4721.82
P8655,Product D,Category 4,84,29.56,Supplier 1,2024-04-23 09:36:37.546385,2024-03-23 09:36:37.576192,North,2422.09
P6813,Product A,Category 2,343,88.17,Supplier 3,2024-09-23 09:36:37.546387,2024-10-18 09:36:37.576195,South,1562.87
P1643,Product A,Category 4,55,75.15,Supplier 3,2025-01-07 09:36:37.546390,2024-07-28 09:36:37.576197,South,1718.75
P7114,Product C,Category 2,368,27.09,Supplier 3,2024-09-15 09:36:37.546393,2024-08-03 09:36:37.576200,South,1224.87
P9370,Product D,Category 2,307,54.94,Supplier 4,2024-11-26 09:36:37.546396,2024-01-26 09:36:37.576203,North,2646.94
P8021,Product E,Category 2,322,68.92,Supplier 2,2024-11-02 09:36:37.546399,2024-05-13 09:36:37.576206,South,2262.07
P8027,Product C,Category 4,449,50.28,Supplier 4,2025-01-06 09:36:37.546402,2024-06-19 09:36:37.576208,North,1947.13
P6447,Product A,Category 1,168,88.09,Supplier 1,2024-07-14 09:36:37.546406,2024-10-28 09:36:37.576212,East,4320.71
P3106,Product B,Category 2,269,28.52,Supplier 4,2025-01-01 09:36:37.546409,2024-08-23 09:36:37.576214,South,4368.9
P4867,Product E,Category 4,208,83.72,Supplier 2,2024-12-30 09:36:37.546412,2024-04-11 09:36:37.576218,North,1376.47
P9101,Product A,Category 3,188,79.11,Supplier 3,2024-04-18 09:36:37.546414,2024-12-27 09:36:37.576221,North,2564.5
P9830,Product E,Category 4,104,96.71,Supplier 2,2024-08-21 09:36:37.546418,2024-07-11 09:36:37.576222,North,3775.36
P8463,Product D,Category 2,462,64.16,Supplier 1,2024-11-21 09:36:37.546421,2024-03-14 09:36:37.576224,South,2718.49
P6762,Product D,Category 2,290,31.26,Supplier 4,2024-11-12 09:36:37.546423,2024-05-21 09:36:37.576230,East,2174.42
P9966,Product A,Category 4,82,21.6,Supplier 4,2024-03-12 09:36:37.546426,2024-07-28 09:36:37.576232,East,1431.72
P1176,Product C,Category 3,121,64.18,Supplier 4,2024-06-09 09:36:37.546429,2024-03-21 09:36:37.576234,North,4482.73
P8709,Product E,Category 2,215,79.19,Supplier 3,2024-03-11 09:36:37.546431,2024-10-19 09:36:37.576236,West,4455.98
P6220,Product B,Category 1,61,98.43,Supplier 2,2024-06-15 09:36:37.546432,2024-08-20 09:36:37.576237,North,1470.98
P9347,Product C,Category 2,93,57.57,Supplier 3,2024-10-01 09:36:37.546434,2024-07-25 09:36:37.576239,East,3400.08
P3166,Product E,Category 3,54,48.73,Supplier 2,2024-02-23 09:36:37.546435,2024-02-12 09:36:37.576240,East,2094.5
P2884,Product A,Category 1,56,71.3,Supplier 1,2024-07-26 09:36:37.546437,2024-02-16 09:36:37.576242,East,3796.9
P9716,Product D,Category 1,78,91.64,Supplier 1,2024-04-26 09:36:37.546439,2024-06-04 09:36:37.576244,South,3972.14
P7977,Product B,Category 1,240,45.75,Supplier 3,2024-02-17 09:36:37.546440,2024-09-15 09:36:37.576245,East,3874.29
P3939,Product D,Category 1,159,76.83,Supplier 2,2024-11-05 09:36:37.546442,2024-12-05 09:36:37.576247,South,2371.59
P8847,Product E,Category 1,118,51.74,Supplier 2,2024-05-04 09:36:37.546444,2024-03-15 09:36:37.576249,West,4667.42
P3418,Product B,Category 2,196,73.34,Supplier 4,2024-11-20 09:36:37.546445,2024-08-29 09:36:37.576250,West,4420.66
P7893,Product E,Category 1,451,66.24,Supplier 1,2024-11-09 09:36:37.546447,2024-10-02 09:36:37.576252,East,3529.39
P2327,Product C,Category 4,308,20.69,Supplier 3,2024-05-22 09:36:37.546449,2024-05-10 09:36:37.576253,West,1447.82
P4372,Product E,Category 3,25,83.93,Supplier 3,2024-08-14 09:36:37.546450,2024-07-18 09:36:37.576255,South,1060.42
P7965,Product A,Category 4,110,23.56,Supplier 4,2024-01-27 09:36:37.546452,2024-07-17 09:36:37.576256,East,3005.7
P5250,Product C,Category 3,26,70.65,Supplier 2,2024-08-08 09:36:37.546453,2024-02-29 09:36:37.576258,West,3756.91
P8648,Product A,Category 4,283,68.37,Supplier 1,2024-05-20 09:36:37.546455,2024-08-07 09:36:37.576260,West,2473.06
P1401,Product B,Category 3,463,86.76,Supplier 4,2024-03-01 09:36:37.546457,2024-09-24 09:36:37.576262,North,2985.48
P1799,Product E,Category 4,42,43.44,Supplier 3,2024-08-16 09:36:37.546458,2024-08-29 09:36:37.576264,South,2397.48
P5058,Product B,Category 4,201,98.74,Supplier 2,2024-05-11 09:36:37.546460,2024-08-09 09:36:37.576267,East,3029.22
P2589,Product A,Category 2,347,24.48,Supplier 3,2024-10-09 09:36:37.546462,2024-02-03 09:36:37.576270,West,3012.01
P8235,Product B,Category 3,284,59.04,Supplier 4,2024-02-16 09:36:37.546463,2024-05-18 09:36:37.576272,East,4680.99
P9908,Product A,Category 1,333,48.95,Supplier 1,2024-02-09 09:36:37.546465,2024-01-28 09:36:37.576275,East,2475.02
P4640,Product E,Category 3,268,82.95,Supplier 3,2024-08-19 09:36:37.546467,2024-03-31 09:36:37.576278,North,2583.29
P3952,Product C,Category 2,307,54.18,Supplier 3,2024-05-27 09:36:37.546468,2024-04-14 09:36:37.576281,North,1600.62
P5619,Product C,Category 3,115,81.03,Supplier 1,2024-07-03 09:36:37.546470,2025-01-08 09:36:37.576284,East,2872.98
P8627,Product D,Category 1,461,37.27,Supplier 3,2024-03-30 09:36:37.546471,2024-05-06 09:36:37.576286,North,4319.64
